player,nation,position,age,matches_played,minutes_played,minutes_per_match,percent_of_squad_mins_played,90s_played,starts,minutes_per_start,complete_matches_played,sub_appearances,minutes_per_sub,matches_as_unused_sub,points_per_match,goals_scored_by_team_while_on_pitch,goals_allowed_by_team_while_on_pitch,goals_scored_goals_allowed_while_on_pitch_diff,goals_scored_goals_allowed_while_on_pitch_diff_per_ninety_played,net_goals_scored_while_player_on_pitch_minus_net_goals_allowed_while_player_on_pitch_per_ninety,team_xG_while_on_pitch,team_xGA_while_on_pitch,team_xGdiff_while_on_pitch,team_xGdiff_while_on_pitch_per_ninety,team_xG_plus_minus_net_diff_while_on_pitch
Richards,USA,DF,25,22,1742.0,79.0,53.8,19.4,20,87.0,16,2,6.0,5,1.5,25.0,28.0,-3.0,-0.15,-0.22,34.5,25.5,8.9,0.46,0.31
Wharton,ENG,MF,20,20,1318.0,66.0,40.7,14.6,16,77.0,3,4,23.0,1,1.25,18.0,21.0,-3.0,-0.2,-0.25,21.1,19.2,1.9,0.13,-0.32
Kamada,JPN,MF,28,32,1454.0,45.0,44.9,16.2,14,80.0,6,18,18.0,1,1.34,23.0,25.0,-2.0,-0.12,-0.12,25.4,22.2,3.2,0.2,-0.22
Chalobah,ENG,DF,25,12,1060.0,88.0,32.7,11.8,12,88.0,9,0,,2,1.42,13.0,13.0,0.0,0.0,0.08,16.6,15.2,1.4,0.12,-0.3
Nketiah,ENG,"FW,MF",25,27,925.0,34.0,28.5,10.3,8,77.0,2,19,16.0,2,1.48,12.0,14.0,-2.0,-0.19,-0.19,17.8,11.3,6.5,0.63,0.44
Clyne,ENG,"DF,MF",34,13,483.0,37.0,14.9,5.4,5,70.0,1,8,16.0,23,1.31,4.0,11.0,-7.0,-1.3,-1.47,7.4,9.8,-2.4,-0.44,-0.9
Doucouré,MLI,MF,25,13,452.0,35.0,14.0,5.0,4,55.0,0,9,26.0,4,1.38,5.0,6.0,-1.0,-0.2,-0.17,6.8,7.7,-0.9,-0.17,-0.57
Devenny,NIR,MF,21,21,433.0,21.0,13.4,4.8,4,68.0,0,17,10.0,7,1.62,6.0,6.0,0.0,0.0,0.06,7.2,7.0,0.2,0.04,-0.32
Édouard,FRA,"MF,FW",27,2,115.0,58.0,3.5,1.3,1,70.0,0,1,45.0,0,0.0,1.0,2.0,-1.0,-0.78,-0.75,1.7,2.1,-0.4,-0.28,-0.62
Andersen,DEN,DF,28,1,90.0,90.0,2.8,1.0,1,90.0,1,0,,0,0.0,1.0,2.0,-1.0,-1.0,-0.97,1.2,1.6,-0.4,-0.42,-0.76
Riad,MAR,DF,21,1,90.0,90.0,2.8,1.0,1,90.0,1,0,,5,0.0,0.0,2.0,-2.0,-2.0,-2.0,1.3,1.4,0.0,-0.01,-0.34
Chilwell,ENG,DF,28,7,169.0,24.0,5.2,1.9,0,,0,7,24.0,4,1.86,2.0,2.0,0.0,0.0,0.06,2.7,1.3,1.3,0.71,0.41
Schlupp,GHA,"MF,DF",32,12,103.0,9.0,3.2,1.1,0,,0,12,9.0,12,0.75,2.0,3.0,-1.0,-0.87,-0.85,2.1,1.8,0.3,0.29,-0.03
Esse,ENG,MF,20,5,47.0,9.0,1.5,0.5,0,,0,5,9.0,8,1.4,2.0,0.0,2.0,3.83,3.94,1.4,0.3,1.0,1.93,1.63
França,BRA,"FW,MF",21,2,26.0,13.0,0.8,0.3,0,,0,2,13.0,7,0.5,1.0,0.0,1.0,3.46,3.55,0.2,0.1,0.2,0.6,0.28
Ayew,GHA,"FW,MF",33,1,21.0,21.0,0.6,0.2,0,,0,1,21.0,0,0.0,0.0,1.0,-1.0,-4.29,-4.26,0.7,1.0,-0.2,-0.99,-1.32
Kporha,ENG,DF,18,2,13.0,7.0,0.4,0.1,0,,0,2,7.0,23,0.0,0.0,1.0,-1.0,-6.92,-6.9,0.1,0.1,0.0,0.0,-0.32
Agbinone,ENG,MF,19,2,6.0,3.0,0.2,0.1,0,,0,2,3.0,10,0.0,0.0,0.0,0.0,0.0,0.06,0.1,0.0,0.1,1.71,1.4
Ward,ENG,DF,35,1,1.0,1.0,0.0,0.0,0,,0,1,1.0,17,3.0,0.0,0.0,0.0,0.0,0.06,0.0,0.3,-0.3,-27.81,-28.13
Ahamada,FRA,MF,23,0,,,,,0,,0,0,,1,,,,,,,,,,,
Holding,ENG,DF,29,0,,,,,0,,0,0,,1,,,,,,,,,,,
Johnstone,ENG,GK,32,0,,,,,0,,0,0,,2,,,,,,,,,,,
Marsh,ENG,FW,19,0,,,,,0,,0,0,,1,,,,,,,,,,,
Matthews,ENG,GK,31,0,,,,,0,,0,0,,7,,,,,,,,,,,
Rodney,ENG,"DF,MF",20,0,,,,,0,,0,0,,3,,,,,,,,,,,
Turner,USA,GK,30,0,,,,,0,,0,0,,30,,,,,,,,,,,
Umeh-Chibueze,IRL,MF,20,0,,,,,0,,0,0,,8,,,,,,,,,,,
