player,nation,position,age,matches_played,starts,minutes,90s_played,goals,assists,goals_and_assists,non_pk_goals,pks_scored,pks_attempted,yellow_cards,red_cards,xG,npxG,xAG,npxG_plus_xAG,progressive_carries,progressive_passes,progressive_passes_received,goals_per_90,assists_per_90,goals_and_assists_per_90,non_pk_goals_per_90,npG_and_assists_per_90,xG_per_90,xAG_per_90,xG_plus_xAG_per_90,npxG_per_90,npxG_plus_xAG_per_90
Ethan Pinnock,JAM,DF,31,22,21,1913.0,21.3,2.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,1.1,1.1,1.2,2.3,3.0,41.0,9.0,0.09,0.0,0.09,0.09,0.09,0.05,0.05,0.11,0.05,0.11
Kristoffer Ajer,NOR,DF,26,24,17,1438.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,1.0,1.2,2.2,27.0,56.0,44.0,0.0,0.0,0.0,0.0,0.0,0.06,0.08,0.14,0.06,0.14
Yehor Yarmoliuk,UKR,MF,20,31,15,1450.0,16.1,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.6,0.6,0.9,1.5,15.0,63.0,47.0,0.0,0.0,0.0,0.0,0.0,0.04,0.05,0.09,0.04,0.09
Mads Roerslev,DEN,DF,25,19,11,1101.0,12.2,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,3.0,3.2,17.0,51.0,54.0,0.0,0.16,0.16,0.0,0.16,0.02,0.24,0.26,0.02,0.26
Mathias Jensen,DEN,MF,28,24,8,862.0,9.6,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,1.7,1.9,6.0,61.0,27.0,0.0,0.21,0.21,0.0,0.21,0.03,0.17,0.2,0.03,0.2
Michael Kayode,ITA,DF,20,12,6,528.0,5.9,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,1.2,1.5,12.0,12.0,24.0,0.0,0.17,0.17,0.0,0.17,0.04,0.21,0.25,0.04,0.25
Fabio Carvalho,POR,"FW,MF",21,19,3,455.0,5.1,2.0,1.0,3.0,2.0,0.0,0.0,1.0,0.0,2.5,2.5,0.7,3.2,9.0,17.0,23.0,0.4,0.2,0.59,0.4,0.59,0.49,0.13,0.62,0.49,0.62
Ben Mee,ENG,DF,34,7,2,183.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thiago,BRA,"FW,MF",23,8,1,175.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,3.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.07,0.04,0.1,0.07,0.1
Hákon Rafn Valdimarsson,ISL,GK,22,2,1,145.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Edmond-Paris Maghoma,ENG,"MF,FW",23,8,0,119.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,4.0,13.0,4.0,0.0,0.0,0.0,0.0,0.0,0.09,0.08,0.17,0.09,0.17
Rico Henry,ENG,DF,27,5,0,99.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yunus Emre Konak,TUR,"FW,MF",18,10,0,42.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.33,0.33,0.33
Kim Jisoo,KOR,DF,19,3,0,30.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Frank Onyeka,NGA,MF,26,2,0,25.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gustavo Nunes,BRA,"FW,MF",18,3,0,12.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jayden Meghoma,ENG,DF,18,1,0,5.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ryan Trevitt,ENG,MF,21,1,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Benjamin Arthur,ENG,DF,18,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Julian Eyestone,USA,GK,18,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Benjamin Fredrick,NGA,DF,19,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aaron Hickey,SCO,"DF,MF",22,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iwan Morgan,WAL,FW,18,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Myles Peart-Harris,ENG,MF,21,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tony Yogane,ENG,MF,18,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Squad Total,,,25,38,418,3420.0,38.0,65.0,44.0,109.0,60.0,5.0,6.0,62.0,1.0,59.0,54.4,42.4,96.8,598.0,1356.0,1339.0,1.71,1.16,2.87,1.58,2.74,1.55,1.12,2.67,1.43,2.55
Opponent Total,,,26,38,418,3420.0,38.0,54.0,42.0,96.0,53.0,1.0,1.0,82.0,3.0,55.4,54.7,43.3,97.9,835.0,1562.0,1547.0,1.42,1.11,2.53,1.39,2.5,1.46,1.14,2.6,1.44,2.58
